OBJECTID,GL_String,Fund,Fund_Name,Department,Department_Name,Object,Object_Name,Adopted_Budget,Fiscal_Year
5453,1000-30-30-3050-305023-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,8959,2021
5454,1000-30-30-3020-302024-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,8626,2021
5455,1000-30-30-3050-305018-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,8293,2021
5456,1000-30-30-3050-305021-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,6800,2021
5457,1000-30-30-3050-305032-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,6500,2021
5458,1000-30-30-3050-305025-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,6347,2021
5459,1000-30-30-3030-303021-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,6300,2021
5460,1000-30-30-3050-305034-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,5200,2021
5461,1000-30-30-3060-306011-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,5000,2021
5462,1000-30-30-3050-305031-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,4800,2021
5463,1000-30-30-3050-305033-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,4642,2021
5464,1000-30-30-3020-302021-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,4000,2021
5465,1000-30-30-3050-305016-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,3886,2021
5466,1000-30-30-3050-305017-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,3098,2021
5467,1000-30-30-3030-303024-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,3000,2021
5468,1000-30-30-3050-305010-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,3000,2021
5469,1000-30-30-3040-304031-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,2898,2021
5470,1000-30-30-3020-302046-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,1200,2021
5471,1000-30-30-3010-301022-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,1000,2021
5472,1000-30-30-3020-302052-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,1000,2021
5473,1000-30-30-3060-306001-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,1000,2021
5474,1000-30-30-3060-306043-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,1000,2021
5475,1000-30-30-3020-302035-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,823,2021
5476,1000-30-30-3020-302045-000000-000-522500,1000,1000 General Fund,30,30 Charlotte-Mecklenburg Police,522500,522500 Telecommunications,500,2021
5477,1000-31-30-3110-000000-000000-000-522500,1000,1000 General Fund,31,31 Fire,522500,522500 Telecommunications,214677,2021
5478,1000-31-30-3140-000000-000000-000-522500,1000,1000 General Fund,31,31 Fire,522500,522500 Telecommunications,46000,2021
5479,1000-31-30-3170-000000-000000-000-522500,1000,1000 General Fund,31,31 Fire,522500,522500 Telecommunications,6700,2021
5480,6000-40-40-4070-407000-000000-985-522500,6000,6000 Airport Operating,40,40 Aviation,522500,522500 Telecommunications,1370969,2021
5481,6100-41-41-4150-415050-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,185000,2021
5482,6100-41-41-4150-415010-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,130000,2021
5483,6100-41-41-4170-417010-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,116766,2021
5484,6100-41-41-4160-416010-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,90000,2021
5485,6100-41-41-4150-415011-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,65000,2021
5486,6100-41-41-4140-414020-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,12000,2021
5487,6100-41-41-4150-415012-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,11000,2021
5488,6100-41-41-4120-412020-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,10000,2021
5489,6100-41-41-4160-416012-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,7500,2021
5490,6100-41-41-4110-411040-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,7000,2021
5491,6100-41-41-4130-413001-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,7000,2021
5492,6100-41-41-4140-414030-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,6791,2021
5493,6100-41-41-4140-414010-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,6500,2021
5494,6100-41-41-4160-416011-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,6200,2021
5495,6100-41-41-4180-418010-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,6146,2021
5496,6100-41-41-4160-416013-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,5800,2021
5497,6100-41-41-4190-419010-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,4600,2021
5498,6100-41-41-4110-411060-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,4500,2021
5499,6100-41-41-4110-411010-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,4000,2021
5500,6100-41-41-4130-413002-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,3514,2021
5501,6100-41-41-4110-411020-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,3000,2021
5502,6100-41-41-4150-415040-000000-000-522500,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,522500,522500 Telecommunications,2627,2021
5503,1000-42-42-4210-423575-000000-000-522500,1000,1000 General Fund,42,42 Transportation,522500,522500 Telecommunications,263000,2021
5504,1000-42-42-4240-000000-000000-000-522500,1000,1000 General Fund,42,42 Transportation,522500,522500 Telecommunications,5500,2021
5505,1000-42-42-4270-420790-000000-000-522500,1000,1000 General Fund,42,42 Transportation,522500,522500 Telecommunications,2500,2021
5506,1000-42-42-4270-426550-000000-000-522500,1000,1000 General Fund,42,42 Transportation,522500,522500 Telecommunications,2500,2021
5507,1000-42-42-4270-427010-000000-000-522500,1000,1000 General Fund,42,42 Transportation,522500,522500 Telecommunications,2500,2021
5508,1000-42-42-4270-428850-000000-000-522500,1000,1000 General Fund,42,42 Transportation,522500,522500 Telecommunications,2500,2021
5509,1000-50-50-5050-502000-000000-000-522500,1000,1000 General Fund,50,50 Solid Waste Services,522500,522500 Telecommunications,41969,2021
5510,1000-50-50-5060-000000-000000-000-522500,1000,1000 General Fund,50,50 Solid Waste Services,522500,522500 Telecommunications,32578,2021
5511,1000-50-50-5050-509910-000000-000-522500,1000,1000 General Fund,50,50 Solid Waste Services,522500,522500 Telecommunications,29672,2021
5512,1000-50-50-5050-500740-000000-000-522500,1000,1000 General Fund,50,50 Solid Waste Services,522500,522500 Telecommunications,15605,2021
5513,1000-50-50-5030-503010-000000-000-522500,1000,1000 General Fund,50,50 Solid Waste Services,522500,522500 Telecommunications,14474,2021
5514,1000-50-50-5050-501050-000000-000-522500,1000,1000 General Fund,50,50 Solid Waste Services,522500,522500 Telecommunications,12988,2021
5515,1000-50-50-5040-503575-000000-000-522500,1000,1000 General Fund,50,50 Solid Waste Services,522500,522500 Telecommunications,10130,2021
5516,1000-50-50-5010-501010-000000-000-522500,1000,1000 General Fund,50,50 Solid Waste Services,522500,522500 Telecommunications,8000,2021
5517,1000-50-50-5020-502012-000000-000-522500,1000,1000 General Fund,50,50 Solid Waste Services,522500,522500 Telecommunications,8000,2021
5518,1000-50-50-5020-501150-000000-000-522500,1000,1000 General Fund,50,50 Solid Waste Services,522500,522500 Telecommunications,2229,2021
5519,1000-50-50-5020-501580-000000-000-522500,1000,1000 General Fund,50,50 Solid Waste Services,522500,522500 Telecommunications,1500,2021
5520,1000-50-50-5020-503500-000000-000-522500,1000,1000 General Fund,50,50 Solid Waste Services,522500,522500 Telecommunications,1000,2021
5521,1000-50-50-5020-508520-000000-000-522500,1000,1000 General Fund,50,50 Solid Waste Services,522500,522500 Telecommunications,1000,2021
5522,1000-60-61-6010-000000-000000-000-522500,1000,1000 General Fund,60,"60 Planning, Design & Development",522500,522500 Telecommunications,15000,2021
5523,1000-60-61-6070-000000-000000-000-522500,1000,1000 General Fund,60,"60 Planning, Design & Development",522500,522500 Telecommunications,4000,2021
5524,1000-60-61-6015-000000-000000-000-522500,1000,1000 General Fund,60,"60 Planning, Design & Development",522500,522500 Telecommunications,525,2021
5525,1000-61-13-6111-000000-000000-000-522500,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522500,522500 Telecommunications,364435,2021
5526,1000-61-61-6130-000000-000000-000-522500,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522500,522500 Telecommunications,91070,2021
5527,1000-61-61-6140-000000-000000-000-522500,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522500,522500 Telecommunications,16300,2021
5528,1000-61-61-6110-000000-000000-000-522500,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522500,522500 Telecommunications,16220,2021
5529,1000-61-61-6160-000000-000000-000-522500,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522500,522500 Telecommunications,13100,2021
5530,1000-61-61-6190-000000-000000-000-522500,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522500,522500 Telecommunications,4915,2021
5531,1000-61-61-6120-000000-000000-000-522500,1000,1000 General Fund,61,61 Housing&Neighborhood Services,522500,522500 Telecommunications,4780,2021
5532,1000-62-61-6250-000000-000000-000-522500,1000,1000 General Fund,62,62 Economic Development,522500,522500 Telecommunications,14623,2021
5533,6200-70-00-7010-701020-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,212512,2021
5534,6200-70-00-7020-702010-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,124872,2021
5535,6200-70-00-7030-703010-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,94768,2021
5536,6200-70-72-7080-708070-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,80624,2021
5537,6200-70-00-7050-705092-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,60510,2021
5538,6200-70-00-7050-705094-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,42000,2021
5539,6200-70-00-7050-705093-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,36268,2021
5540,6200-70-00-7050-705091-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,28186,2021
5541,6200-70-72-7040-704070-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,26655,2021
5542,6200-70-00-7050-705010-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,26000,2021
5543,6200-70-00-7060-706000-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,25624,2021
5544,6200-70-00-7050-705025-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,24000,2021
5545,6200-70-00-7030-703035-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,22773,2021
5546,6200-70-00-7010-701010-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,21500,2021
5547,6200-70-71-7070-707010-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,18648,2021
5548,6200-70-72-7080-708060-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,18600,2021
5549,6200-70-72-7040-704087-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,18586,2021
5550,6200-70-00-7050-705040-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,17000,2021
5551,6200-70-72-7040-704010-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,16000,2021
5552,6200-70-00-7050-705030-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,15000,2021
5553,6200-70-72-7040-704088-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,11884,2021
5554,6200-70-72-7040-704089-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,11750,2021
5555,6200-70-72-7040-704086-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,10000,2021
5556,6200-70-00-7080-708030-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,9000,2021
5557,6200-70-00-7010-701015-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,8616,2021
5558,6200-70-00-7030-703015-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,8100,2021
5559,6200-70-00-7080-708010-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,8068,2021
5560,6200-70-71-7080-708040-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,7800,2021
5561,6200-70-00-7010-701011-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,7600,2021
5562,6200-70-72-7040-704085-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,7000,2021
5563,6200-70-00-7010-701012-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,6535,2021
5564,6200-70-71-7070-707060-000000-000-522500,6200,6200 WS Operating,70,70 Charlotte Water,522500,522500 Telecommunications,5600,2021
